20
20
1
16
16:17
18
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,15,15,15,16,15,16,16,15,16,15,15,15,15,15,15,16,15,16
16,15,15,16,15,15,15,16,15,15,15,15,16,15,16,16,15,15,15,16
16,15,16,16,16,15,16,16,15,16,15,16,16,15,16,16,16,16,15,16
16,15,15,16,16,15,16,15,15,15,15,15,16,15,15,15,15,15,15,16
16,16,15,15,16,15,16,15,16,15,16,16,16,15,16,15,16,15,16,16
16,15,15,16,16,16,16,15,16,15,15,15,16,15,16,15,16,15,16,16
16,16,15,15,15,15,16,15,16,16,16,15,16,16,16,15,16,15,15,16
16,15,15,16,15,16,16,16,16,15,16,15,16,15,15,15,16,16,15,16
16,15,16,16,15,15,15,15,15,15,16,15,16,15,16,15,15,15,15,16
16,15,16,16,16,16,16,15,16,15,16,15,16,15,16,16,16,16,15,16
16,15,16,15,16,15,16,15,16,15,15,15,15,15,16,15,16,16,16,16
16,15,15,15,15,15,15,15,16,16,16,15,16,15,16,15,15,15,15,16
16,16,15,16,16,16,15,16,16,15,16,16,16,15,15,15,16,16,15,16
16,15,15,15,15,15,15,15,16,15,16,18,16,15,16,15,16,15,15,16
16,15,16,16,16,15,16,15,16,15,16,15,16,15,16,15,16,16,16,16
16,15,15,15,16,15,16,15,16,15,16,15,15,15,15,15,15,15,15,16
16,16,15,16,16,16,16,15,15,15,16,16,16,15,16,16,16,16,15,16
16,15,15,15,15,15,16,15,16,15,15,15,16,15,16,15,15,15,15,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
