20
20
1
6
6:7
8
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,5,5,5,6,5,6,6,5,6,5,5,5,5,5,5,6,5,6
6,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,6
6,5,6,5,6,5,6,5,5,6,5,5,6,5,6,5,6,6,5,6
6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6
6,6,5,5,6,5,5,5,5,5,6,6,6,5,6,5,6,5,6,6
6,5,5,6,6,5,6,5,5,5,5,5,6,5,6,5,6,5,6,6
6,6,5,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,6
6,5,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,6
6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
6,5,6,5,5,5,6,5,6,5,5,5,6,5,5,6,5,5,5,6
6,5,6,5,6,5,6,5,6,5,5,5,5,5,5,5,5,5,6,6
6,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,5,5,5,6
6,6,5,6,6,6,5,6,5,5,5,6,6,5,5,5,6,6,5,6
6,5,5,5,5,5,5,5,5,5,5,8,5,5,6,5,6,5,5,6
6,5,5,6,5,5,5,5,6,5,5,5,6,5,6,5,5,5,6,6
6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
6,6,5,6,6,6,5,5,5,5,6,5,5,5,6,6,6,6,5,6
6,5,5,5,5,5,5,5,6,5,5,5,6,5,6,5,5,5,5,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
